Batch,No,Param:max length,Param:max length,Param:max freq,Param:guest word count,All word count,Seed word,Seed word freq,Seed word len,Sum freq of the other words,Sum len of the other words,Freq factor,Count factor,Len factor,Difficulty,The other words
14,206,5,12,8000,16,61,parliament,1636,10,229775,332,231411,976,3320,7.49846E+11,later;april;material;learn;remain;train;animal;meant;plant;trial;print;plain;latin;mental;martin;apart;metal;trail;email;plate;permit;maria;prime;marie;paint;parent;maine;marine;merit;alarm;partial;retain;plane;alter;painter;planet;alert;realm;altar;milan;alien;martial;mineral;arena;triple;manila;ample;panel;palmer;learnt;pearl;inter;mantle;aerial;malta;pirate;alpine;marian;maple;terminal
14,273,5,12,8000,16,73,atmosphere,2415,10,234068,383,236483,1168,3830,1.05789E+12,there;other;these;those;three;others;terms;short;heart;mother;parts;earth;master;horse;share;peter;thomas;trees;store;stream;shape;storm;sharp;shore;phrase;remote;sport;homes;hearts;hopes;poems;sheet;tears;opera;steam;sheep;theme;rates;repeat;spare;smart;heroes;phase;meets;ports;poets;shame;mothers;arose;paths;steep;sphere;operate;stamp;prose;sheer;homer;easter;teams;spear;esther;themes;temper;steamer;marsh;hears;peers;paste;atoms;ropes;ashore;peters
14,285,5,12,8000,16,66,necessarily,2521,11,275427,362,277948,1056,3982,1.16877E+12,years;since;early;class;clear;necessary;lines;sense;cases;series;nearly;learn;easily;scene;increase;license;israel;clean;raise;scale;scenes;silence;alice;races;easier;sales;screen;acres;arise;rises;cease;layer;essay;lesser;syria;alien;risen;cares;lance;licenses;lease;scenery;clare;nails;layers;arises;cries;seals;sincere;irene;slain;lanes;raises;sails;niece;lyric;rains;rails;learns;rainy;claire;realise;seine;syrian;reliance
14,244,5,12,8000,16,80,resistance,2138,10,318778,451,320916,1280,4510,1.85258E+12,since;certain;sense;cases;series;enter;centre;entire;sister;secret;scene;train;increase;trees;stars;recent;saint;create;senate;center;raise;eastern;scenes;sites;seats;nearest;tears;races;easier;trace;rates;screen;acres;arise;strain;saints;retain;stern;secrets;trains;cents;stairs;rises;tries;resist;cease;enters;eaten;traces;insects;crest;risen;easter;ernest;actress;cares;earnest;erect;centres;assert;arises;rests;cries;creates;sincere;scent;irene;inter;strains;raises;niece;rains;satire;tense;seine;centers;entries;rites;insert
14,263,5,12,8000,16,97,destruction,2310,11,364091,560,366401,1552,6160,3.50291E+12,under;since;united;second;course;round;court;sound;outside;turned;section;stone;direct;tried;countries;trust;source;notes;credit;store;consider;notice;count;route;student;noted;duties;scott;score;noise;editor;turns;courts;noticed;contest;outer;nurse;codes;doctrine;cousin;suite;tired;stored;introduce;strict;studio;senior;stern;tones;trusted;counted;counter;cents;reduction;escort;tries;ruins;suited;coins;cited;curse;crest;risen;instructed;counts;cried;units;ruined;editors;rotten;crude;induce;rounds;tends;routes;unite;notices;tents;stout;tutor;curtis;cries;trout;cruise;detroit;scout;scent;inter;sector;utter;cursed;tenor;tourist;doctrines;rites;insert
14,213,5,12,8000,16,100,professional,1700,12,435548,545,437248,1600,6540,4.57536E+12,person;personal;reason;lines;paris;alone;april;final;season;learn;floor;persons;spain;press;plans;plain;reasons;israel;false;prison;files;raise;noise;proof;passion;loose;praise;piano;opera;sales;profession;spare;orleans;arise;plains;roses;senior;opens;fires;plane;fears;lesson;rifle;persian;arose;slope;rises;fails;flies;poison;naples;lions;alien;sailor;salon;pairs;sooner;prose;risen;profile;solar;sailors;slopes;flora;spears;poles;floors;loses;spear;panel;nails;pains;arises;pearl;pools;parole;loans;seals;rifles;spies;persia;slain;lanes;raises;sails;prone;pines;rains;saloon;rails;fools;roofs;learns;pearls;fossil;panels;proofs;alpine;ropes
14,240,5,12,8000,16,111,conversation,2046,12,452889,645,454935,1776,7740,6.25365E+12,since;certain;action;voice;reason;section;active;stone;native;coast;nation;ancient;cover;train;notes;store;nations;notice;version;instance;contain;contains;saint;actions;ocean;raise;score;creation;noise;inner;consent;voices;tears;conversion;roots;races;trace;votes;rates;servant;notion;acres;covers;arise;senator;convert;strain;actor;reaction;victor;vienna;retain;senior;stern;antonio;tones;trains;actors;arose;cents;escort;tries;canon;coins;traces;vincent;natives;ratio;canoe;crest;sooner;evans;risen;annie;vernon;cares;tension;notices;vista;veins;coarse;covenant;cairo;tennis;varies;notions;oscar;cries;insane;coats;norton;inventor;tavern;carson;voters;scent;inter;sector;invest;caves;rains;convent;stove;satire;tenor;strive;treason;rites;soviet;insert
14,214,5,12,8000,16,191,considerable,1708,12,806817,1080,808525,3056,12960,3.20222E+13,since;second;close;board;social;island;clear;reason;lines;based;alone;closed;learn;raised;scene;increase;increased;ideas;needs;consider;license;ireland;older;learned;dance;labor;israel;desire;broad;leader;birds;brain;clean;bodies;ocean;raise;ladies;solid;noble;score;leaders;lands;noise;absence;scale;aside;leads;blind;soldier;roads;sacred;cards;ideal;describe;bears;bread;enable;silence;enabled;daniel;berlin;alice;closer;bands;beside;races;licensed;easier;codes;elder;bones;orleans;screen;acres;cabin;arise;earned;decline;boards;cleared;senior;robin;cable;bonds;ceased;bride;baron;declare;lords;basin;reads;arose;rebel;blade;cease;sealed;arnold;dense;breed;borne;caroline;coins;desirable;lions;deals;leonard;alien;sailor;salon;enclosed;lined;canoe;sailed;candle;encore;beard;roland;rebels;risen;solar;slide;cried;carbon;basic;cares;slender;cared;enables;laden;brian;lance;lease;dealer;candles;bacon;beans;oracle;coarse;dances;clare;realised;nails;cairo;brains;carlos;cedar;creed;radio;blair;beads;scared;drain;eleanor;ideals;oscar;cries;declares;loans;isabel;sincere;carlo;carson;denial;loads;irene;elders;brand;slain;lanes;reside;niece;abide;rains;cradle;rails;bored;barnes;dancers;breeds;learns;boiled;claire;realise;seine;blades;nobles;cables;conrad;reliance;sober
15,417,6,14,10000,16,16,describing,4383,10,56330,93,60713,256,930,14454551040,design;inside;bridge;signed;rising;begins;riding;brings;beings;singer;bridges;indies;resign;residing;debris
15,465,6,14,10000,16,16,restricted,5103,10,57717,92,62820,256,920,14795366400,street;direct;secret;credit;desire;retired;desert;strict;retire;tested;detect;riders;reside;rested;stirred
15,428,6,14,10000,16,16,approaches,4558,10,58279,94,62837,256,940,15121095680,search;perhaps;appear;appears;approach;papers;phrase;copper;caesar;corpse;coarse;horace;ashore;preach;arches
15,385,6,14,10000,16,16,consistent,3893,10,54641,104,58534,256,1040,15584092160,section;content;notice;contents;stones;consent;contest;sections;intent;consist;insects;tension;notices;tennis;contests
15,470,6,14,10000,16,16,exceptions,5202,10,59833,98,65035,256,980,16315980800,section;except;points;copies;notice;pieces;expect;exception;sixteen;poetic;notices;expose;expects;inspect;excite
15,373,6,14,10000,16,16,discharge,3672,9,71742,95,75414,256,855,16506616320,charge;search;raised;shared;charged;sacred;charges;chairs;grades;scared;arches;riches;disgrace;archie;crashed
15,400,6,14,10000,16,17,customers,4217,9,61890,104,66107,272,936,16830313344,course;source;sources;custom;stores;courts;customs;courses;costume;escort;customer;storms;routes;costumes;sector;scouts
15,454,6,14,10000,16,16,reasoning,4911,9,76230,94,81141,256,846,17573193216,reason;region;regions;orange;senior;singer;ranges;organs;earning;ignore;insane;grains;resign;earnings;arisen
15,415,6,14,10000,16,17,directors,4378,9,64950,104,69328,272,936,17650354176,direct;orders;record;credit;records;editor;director;resort;stored;escort;editors;riders;sector;creditors;scored;stirred
15,464,6,14,10000,16,18,installed,5030,9,60961,105,65991,288,945,17960110560,island;instead;details;ladies;silent;listen;detail;daniel;listed;allied;allies;lasted;sailed;stained;ideals;denial;stella
15,399,6,14,10000,16,16,expressions,4211,11,57846,104,62057,256,1144,18174261248,person;series;persons;express;expression;prison;response;session;senior;senses;pioneer;expose;prisons;pioneers;presses
15,436,6,14,10000,16,16,traveling,4683,9,75846,100,80529,256,900,18553881600,native;leaving;travel;eating;relating;retain;interval;granite;learnt;gravel;tavern;triangle;retail;tearing;vinegar
15,370,6,14,10000,16,17,reflection,3616,10,61755,105,65371,272,1050,18669957600,centre;entire;recent;notice;relief;election;center;florence;reflect;fierce;client;encore;enforce;fertile;erection;confer
15,389,6,14,10000,16,17,practices,3980,9,71616,102,75596,272,918,18876018816,practice;parties;accept;priest;aspect;praise;prices;traces;accepts;carpet;scarce;arctic;persia;pirate;satire;practise
15,318,6,14,10000,16,17,resulting,2724,9,75869,99,78593,272,891,19047170736,single;result;silent;listen;string;genius;singer;ruling;resting;urgent;sterling;insult;resign;tigers;insert;ulster
15,420,6,14,10000,16,17,perception,4448,10,64356,104,68804,272,1040,19463275520,centre;entire;prince;recent;notice;center;reception;copper;receipt;encore;percent;pioneer;poetic;pierce;recipe;erection
15,500,6,14,10000,16,16,expectation,5590,11,66492,97,72082,256,1067,19689342464,action;except;notice;extent;patient;expect;exception;patent;patience;poetic;petite;potent;context;intact;excite
15,405,6,14,10000,16,16,interpreted,4246,11,67972,101,72218,256,1111,20539954688,entered;entire;printed;retired;tender;pierre;deeper;render;retire;reprinted;pretend;petite;interpret;printer;rented
15,374,6,14,10000,16,18,catherine,3695,9,71130,106,74825,288,954,20558318400,either;certain;centre;entire;recent;neither;create;center;teacher;retain;thence;therein;trench;thrice;archie;trance;ethnic
15,392,6,14,10000,16,16,magnificent,4097,11,73103,96,77200,256,1056,20869939200,ancient;meaning;acting;eating;imagine;facing;infant;mining;finance;magnetic;naming;famine;finite;magnet;aiming
15,321,6,14,10000,16,17,threatened,2768,10,76135,102,78903,272,1020,21890848320,entered;treated;attend;theatre;tender;earned;thread;threat;header;theater;hatred;heated;threaten;ardent;rented;adhere
15,467,6,14,10000,16,16,unnecessary,5160,11,76615,96,81775,256,1056,22106726400,necessary;secure;causes;scenes;rescue;screen;ensure;assure;nurses;scenery;census;unseen;syracuse;uneasy;seneca
15,341,6,14,10000,16,18,arguments,3124,9,74945,110,78069,288,990,22259033280,nature;german;master;stream;strange;argument;agents;germans;mature;ranges;grants;urgent;garments;garment;argues;magnet;surname
15,325,6,14,10000,16,17,impression,2889,10,73525,110,76414,272,1100,22863068800,person;persons;mission;permission;prison;promise;senior;promises;sermon;impose;inspire;simpson;impress;miners;sermons;prisons
15,359,6,14,10000,16,17,desperate,3404,9,90622,100,94026,272,900,23017564800,spread;repeated;desert;repeat;deeper;seated;depart;easter;trades;rested;deepest;parted;peters;spared;teresa;repeats
15,323,6,14,10000,16,18,respective,2875,10,69874,113,72749,288,1130,23675434560,service;receive;secret;respect;pieces;severe;priest;prices;receives;precise;receipt;perceive;pierce;strive;peters;receipts;recipe
15,440,6,14,10000,16,17,comparative,4711,11,73677,101,78388,272,1111,23688226496,private;america;active;permit;improve;compare;victor;carpet;import;motive;poetic;camera;captive;pirate;impact;covert
15,456,6,14,10000,16,18,repeatedly,4943,10,72675,106,77618,288,1060,23695223040,played;related;leader;partly;repeated;deeply;repeat;deeper;player;altered;relate;depart;dealer;parted;delete;prayed;repeal
15,426,6,14,10000,16,18,batteries,4520,9,84749,104,89269,288,936,24064065792,better;street;estate;artist;breast;easier;tribes;bitter;easter;traits;strait;treats;satire;treatise;attire;teresa;serbia
15,475,6,14,10000,16,16,infringement,5292,12,74719,99,80011,256,1188,24333585408,meeting;entire;entering;engine;finger;regiment;mining;firing;feminine;eminent;regime;fringe;finite;regent;interim
15,490,6,14,10000,16,18,instructed,5457,10,75948,104,81405,288,1040,24382425600,united;turned;direct;credit;student;duties;strict;trusted;suited;ruined;induce;curtis;cruise;cursed;insert;rustic;cutter
15,343,6,14,10000,16,18,preliminary,3147,11,67484,110,70631,288,1210,24613490880,nearly;remain;prayer;mainly;imperial;primary;rarely;repair;marine;namely;player;primarily;mineral;prairie;palmer;alpine;merlin
15,484,6,14,10000,16,16,encouraging,5414,11,82501,100,87915,256,1100,24756864000,region;georgia;courage;orange;organic;racing;ignorance;guinea;earning;ignore;urging;arguing;ranging;reunion;raging
15,492,6,14,10000,16,17,uncertainty,5505,11,72693,106,78198,272,1166,24800652096,certain;nature;century;ancient;treaty;entity;intent;retain;uncertain;curtain;tenant;certainty;cutter;attire;intact;trance
15,379,6,14,10000,16,17,essentially,3785,11,76731,103,80516,272,1133,24813098816,easily;senate;silent;essential;listen;illness;saints;allies;stanley;lately;leslie;styles;stella;lastly;silently;assent
15,445,6,14,10000,16,17,foundations,4788,11,71128,111,75916,272,1221,25212614592,foundation;nation;nations;donations;notion;studio;donation;infant;antonio;austin;fountain;notions;unions;infants;onions;fusion
15,455,6,14,10000,16,17,attributes,4934,10,86990,101,91924,272,1010,25253361280,artist;breast;tribes;bitter;tribute;statue;butter;stuart;attribute;traits;strait;treats;satire;attire;stature;serbia
15,487,6,14,10000,16,17,prescribed,5453,10,87962,101,93415,272,1010,25662968800,pieces;desire;describe;prices;beside;pierre;precise;pierce;riders;spider;reside;breeds;pierced;recipe;berries;debris
15,304,6,14,10000,16,18,communication,1589,13,56717,118,58306,288,1534,25759124352,common;action;account;amount;mountain;nation;motion;contain;notion;commit;antonio;caution;uncommon;ammunition;communion;auction;canton
15,319,6,14,10000,16,18,differences,2726,11,70224,114,72950,288,1254,26346038400,friend;friends;difference;desire;residence;defence;defense;screen;differ;fierce;define;decree;refined;sincere;reside;denies;fences
15,355,6,14,10000,16,19,personally,3324,10,74661,112,77985,304,1120,26552332800,person;personal;really;reason;nearly;orleans;players;lonely;player;solely;naples;openly;layers;parole;learns;pearls;panels;planes
15,338,6,14,10000,16,19,celebrated,3090,10,74707,115,77797,304,1150,27197831200,created;related;leader;create;elected;albert;debate;cleared;altered;declare;relate;erected;decree;dealer;traced;cradle;delete;beetle
15,435,6,14,10000,16,21,alongside,4643,9,69850,123,74493,336,1107,27707820336,single;island;leading;design;golden;signed;ladies;signal;gained;losing;daniel;angels;dealing;sailed;angles;ideals;denial;loading;angelo;legion
15,353,6,14,10000,16,17,accordingly,3278,11,94578,102,97856,272,1122,29864085504,according;organic;arnold;laying;racing;crying;darling;roland;accord;daring;loading;conrad;dragon;drying;ronald;gloria
15,474,6,14,10000,16,18,satisfactory,5286,12,78057,107,83343,288,1284,30819574656,across;artist;africa;artists;factory;strict;factor;satisfy;starts;actors;stairs;factors;traits;strait;tracts;coasts;straits
15,496,6,14,10000,16,19,complained,5550,10,80651,118,86201,304,1180,30922022720,placed;domain;police;medical;income;claimed;daniel;poland;maiden;copied;candle;pencil;complain;denial;compiled;alpine;policeman;iceland
15,441,6,14,10000,16,20,industries,4716,10,77922,120,82638,320,1200,31732992000,united;turned;sister;inside;studies;duties;issued;sunset;resist;insisted;suited;tissue;ruined;indies;nurses;sunrise;insist;insert;sinister
15,478,6,14,10000,16,19,perspective,5318,11,72749,123,78067,304,1353,32109893904,service;receive;secret;respect;pieces;severe;priest;prices;respective;receives;precise;receipt;perceive;pierce;strive;peters;receipts;recipe
15,401,6,14,10000,16,18,charitable,4220,10,105129,105,109349,288,1050,33067137600,article;albert;breath;breach;rachel;charlie;arabic;ethical;aerial;claire;racial;albeit;retail;tribal;baltic;thrice;archie
15,313,6,14,10000,16,18,entertainment,2491,13,74274,117,76765,288,1521,33626754720,matter;entire;remain;manner;treatment;martin;marine;intent;retain;internet;eminent;tenant;entertain;nineteen;terminate;attire;remnant
15,342,6,14,10000,16,18,consequently,3133,12,89675,107,92808,288,1284,34319655936,county;consent;counsel;select;stolen;nelson;conquest;tunnel;counts;costly;consult;quotes;closet;unseen;consul;sequel;queens
15,351,6,14,10000,16,19,translated,3257,10,97538,113,100795,304,1130,34625098400,started;stated;latter;attend;latest;talent;lasted;talents;learnt;trades;translate;treats;learns;andrea;strand;anders;ardent;latent
15,457,6,14,10000,16,19,protestant,4946,10,92720,117,97666,304,1170,34737842880,person;reason;parents;parent;pattern;protest;senator;patent;patron;patterns;rotten;treats;preston;potent;treason;potter;patrons;pastor
15,371,6,14,10000,16,19,governments,3620,11,87772,115,91392,304,1265,35145707520,government;strong;events;remove;remote;monster;vermont;enters;ernest;govern;vernon;sermon;nerves;emerson;voters;metres;groves;regent
15,316,6,14,10000,16,21,centuries,2718,9,94247,124,96965,336,1116,36359547840,centre;entire;secret;recent;secure;center;rescue;screen;enters;ensure;ernest;centres;curtis;cruise;sincere;centers;entries;tenure;insert;rustic
15,348,6,14,10000,16,20,merchants,3233,9,106460,119,109693,320,1071,37593984960,master;search;stream;merchant;hearts;athens;matches;traces;sherman;charms;scream;charts;arches;ascent;trench;carmen;herman;trance;marches
15,449,6,14,10000,16,21,orchestra,4873,9,101525,123,106398,336,1107,39574948896,others;rather;search;hearts;resort;arrest;actors;escort;charter;traces;shorter;coarse;horace;sector;charts;hector;ashore;creator;arches;crater
15,491,6,14,10000,16,20,exceptional,5498,11,87373,124,92871,320,1364,40536334080,action;except;police;notice;election;explain;expect;exception;planet;client;patience;poetic;pencil;capitol;alpine;polite;exploit;locate;excite
15,442,6,14,10000,16,20,complicated,4723,11,88579,124,93302,320,1364,40724456960,placed;located;police;accept;medical;detail;climate;claimed;compact;copied;celtic;poetic;capitol;compiled;dialect;polite;impact;citadel;locate
15,383,6,14,10000,16,22,providence,3874,10,84034,134,87908,352,1340,41464445440,period;provide;opened;covered;prince;proved;province;driven;proceed;device;venice;copied;divorce;derive;encore;pioneer;pierce;pierced;proven;recipe;denver
15,489,6,14,10000,16,20,attractions,5456,11,90429,124,95885,320,1364,41851884800,action;station;artist;actions;contrast;strain;strict;trains;actors;attraction;attract;traits;attain;transit;carson;strait;tracts;contra;intact
15,377,6,14,10000,16,21,disappeared,3726,11,82789,132,86515,336,1452,42208246080,appear;appears;appeared;raised;spread;papers;desire;desired;praise;easier;paradise;praised;despair;disappear;spider;persia;reside;rapids;spared;resided
15,376,6,14,10000,16,19,acknowledged,3715,12,96065,118,99780,304,1416,42951697920,knowledge;golden;walked;legend;loaded;locked;landed;acknowledge;candle;glance;lacked;decade;endowed;danced;angelo;lodged;cleaned;leaned
15,413,6,14,10000,16,21,complaints,4333,10,94985,129,99318,336,1290,43048393920,almost;action;social;points;plants;claims;actions;plains;complaint;milton;pistol;salmon;complain;capitol;plastic;postal;impact;maison;pilots;nicolas
15,439,6,14,10000,16,19,obligations,4705,11,100876,123,105581,304,1353,43426732272,obtain;boston;signal;losing;listing;sailing;obligation;lasting;giants;boiling;gibson;isolation;saloon;abolition;lisbon;bolton;gaston;bologna
15,390,6,14,10000,16,21,grandfather,4021,11,94394,126,98415,336,1386,45831471840,rather;father;garden;regard;granted;danger;arranged;gather;thread;arrange;farther;harder;hatred;ranged;trader;andrea;gerard;ardent;hanged;gardner
15,375,6,14,10000,16,22,recognised,3709,10,93875,136,97584,352,1360,46715412480,second;design;region;consider;seeing;desire;signed;regions;screen;senior;singer;encore;resigned;recognise;ignore;sincere;reside;resign;scored;denies;diocese
15,369,6,14,10000,16,21,travelling,3596,10,100350,136,103946,336,1360,47499164160,village;native;leaving;travel;telling;eating;relating;retain;interval;traveling;granite;learnt;gravel;tavern;triangle;literal;retail;tearing;vinegar;taller
15,354,6,14,10000,16,23,searching,3294,9,101006,139,104300,368,1251,48016382400,change;charge;search;changes;hearing;reaching;inches;charges;sharing;chairs;chains;singer;racing;ranges;shrine;grains;resign;arches;riches;archie;chasing;arisen
15,404,6,14,10000,16,20,manufacturing,4244,13,93578,119,97822,320,1547,48425802880,africa;turning;martin;acting;african;autumn;facing;infant;margin;racing;curtain;farming;tragic;naming;guitar;marian;unfair;tracing;garcia
15,427,6,14,10000,16,22,disappointed,4535,12,75024,147,79559,352,1764,49400410752,instead;points;addition;posted;inside;appointed;edition;stopped;adopted;editions;pointed;painted;additions;donate;deposit;indies;stained;appoint;addison;snapped;tapped
15,479,6,14,10000,16,20,manufactured,5322,12,102422,122,107744,320,1464,50475909120,france;future;nature;turned;autumn;manufacture;mature;amateur;framed;refund;traced;camera;furnace;andrea;dancer;carmen;trance;ardent;mandate
15,488,6,14,10000,16,22,neighbours,5454,10,99652,138,105106,352,1380,51056290560,enough;region;begins;regions;brings;genius;senior;beings;hunger;neighbors;singer;surgeon;rushing;neighbor;shrine;ignore;gibson;resign;neighbour;housing;buenos
15,458,6,14,10000,16,22,appreciation,4961,12,83770,138,88731,352,1656,51722364672,certain;action;appear;prince;captain;notice;creation;apparent;parent;copper;reaction;retain;painter;carpet;patron;poetic;appoint;pirate;patricia;contra;trance
15,424,6,14,10000,16,23,westminster,4510,11,85112,143,89622,368,1573,51878949408,written;interest;street;series;winter;entire;sister;western;interests;streets;writes;witness;resist;enters;ernest;merits;entries;insert;miners;metres;winters;newest
15,380,6,14,10000,16,23,communities,3788,11,87781,146,91569,368,1606,54118011552,minutes;section;moment;cities;minute;notice;custom;income;comment;moments;summit;cousin;commit;costume;comments;counts;notices;consume;commune;cuisine;communist;mounts
15,356,6,14,10000,16,25,scattered,3331,9,100486,148,103817,400,1332,55313697600,street;started;created;secret;stated;estate;create;treated;desert;sacred;ceased;seated;traces;easter;tested;detect;traced;trades;scared;creates;rested;treats;tracts;teresa
15,396,6,14,10000,16,22,encountered,4139,11,104332,136,108471,352,1496,57119960832,turned;entered;centre;recent;center;tender;reduce;encounter;counted;counter;erected;decree;decent;encore;endure;tenure;denote;contend;centered;rented;routed
15,398,6,14,10000,16,24,relatives,4161,9,108559,147,112720,384,1323,57265367040,several;silver;leaves;travel;israel;relative;easier;earliest;trials;reveal;relate;travels;relates;easter;reveals;varies;rivals;realise;satire;strive;trails;retail;teresa
15,340,6,14,10000,16,21,illustration,3108,12,107939,130,111047,336,1560,58206395520,station;situation;artist;strain;trials;trains;austin;stuart;sailor;traits;sultan;illusion;transit;strait;insult;trillion;ritual;tourist;trails;louisa
15,482,6,14,10000,16,23,continental,5377,11,97626,142,103003,368,1562,59207772448,action;content;nation;ancient;online;notice;contain;cattle;talent;innocent;intent;cannon;continent;client;tenant;toilet;clinton;canton;locate;antoine;intact;latent
15,477,6,14,10000,16,23,inheritance,5316,11,97016,144,102332,368,1584,59650550784,either;certain;centre;entire;ancient;recent;neither;create;center;teacher;entrance;retain;catherine;thence;therein;trench;thrice;archie;trance;ethnic;enhance;inherit
15,434,6,14,10000,16,23,boundaries,4640,10,120815,133,125455,368,1330,61402695200,around;reason;raised;bodies;buried;burned;burden;boards;senior;ruined;rounds;bounds;brains;absurd;abused;barnes;anders;aroused;debris;serbia;arisen;buenos
15,337,6,14,10000,16,22,christianity,3068,12,108117,137,111185,352,1644,64341425280,christian;christ;artist;thirty;charity;artistic;strain;strict;chairs;trains;chains;traits;cynthia;transit;strait;charts;syrian;tracts;christina;intact;thirst
15,402,6,14,10000,16,24,depression,4227,10,106557,153,110784,384,1530,65087815680,person;period;series;opened;persons;desire;prison;response;periods;pressed;senior;episode;desires;respond;pioneer;spider;reside;prisons;dispose;episodes;pioneers;denies;spends
15,387,6,14,10000,16,25,productions,3920,11,92929,157,96849,400,1727,66903289200,points;production;doctor;portion;troops;products;prison;product;pounds;courts;cousin;portions;doctors;studio;stupid;poison;donors;counts;prints;rounds;curtis;option;rustic;discount
15,446,6,14,10000,16,25,desirable,4793,9,129386,149,134179,400,1341,71973615600,raised;israel;desire;leader;ladies;leaders;beside;easier;sealed;sailed;rebels;dealer;realised;ideals;isabel;elders;reside;breeds;realise;blades;dealers;debris;serbia;bridal
15,472,6,14,10000,16,23,applications,5224,12,102422,153,107646,368,1836,72730804608,action;social;points;capital;captain;italian;plants;application;politics;actions;plains;pistol;appoint;capitol;captains;plastic;postal;capitals;pilots;italians;canals;nicolas
15,320,6,14,10000,16,25,legislation,2741,11,106259,152,109000,400,1672,72899200000,single;silent;signal;telling;agents;listen;losing;eating;selling;angels;listing;stolen;sailing;allies;lasting;giants;angles;stealing;seating;stella;lionel;angelo;legion;gaston
15,497,6,14,10000,16,28,discretion,5551,10,87087,187,92638,448,1870,77608410880,second;section;direct;direction;inside;credit;consider;cities;notice;edition;decision;editions;editor;noticed;directions;doctrine;stored;senior;escort;indirect;editors;indies;notices;sector;doctrines;insert;scored
15,461,6,14,10000,16,25,revelation,4982,10,116681,164,121663,400,1640,79810928000,native;entire;travel;relation;relative;violent;eternal;retain;oliver;elevation;interval;reveal;relate;oriental;veteran;revolt;learnt;eleanor;tavern;violet;retail;violate;relevant;elevator
15,471,6,14,10000,16,25,enterprises,5211,11,109025,164,114236,400,1804,82432697600,present;series;entire;sister;represent;enterprise;priest;presents;pierre;represents;priests;resist;enters;retire;ernest;prints;strips;printer;stripes;entries;serpent;peters;insert;persist
15,452,6,14,10000,16,26,presenting,4905,10,122113,162,127018,416,1620,85599970560,present;spring;entire;seeing;entering;engine;priest;string;intense;engines;enters;singer;resting;ernest;prints;tennis;steering;resign;tigers;entries;prestige;serpent;peters;insert;regent
15,407,6,14,10000,16,25,interrupted,4283,11,117404,160,121687,400,1760,85667648000,united;return;returned;turned;entire;printed;retired;tender;pierre;render;retire;turner;ruined;reprinted;pretend;petite;endure;interpret;printer;tenure;interrupt;rupert;prudent;rented
15,448,6,14,10000,16,26,ancestors,4861,9,142204,160,147065,416,1440,88097817600,across;reason;season;reasons;stores;stones;senator;actors;escort;traces;actress;assert;coarse;senators;carson;sector;treason;ascent;ancestor;contra;coasts;trance;socrates;assent;canoes
15,307,6,14,10000,16,23,contributions,2022,13,119539,152,121561,368,1976,88395269248,boston;courts;cotton;instruction;cousin;notion;strict;contribution;robinson;button;counts;burton;notions;robust;curtis;norton;instinct;unions;tourist;rustic;onions;intrusion
15,418,6,14,10000,16,26,neighbourhood,4392,13,96152,169,100544,416,2197,91892389888,during;enough;ground;behind;higher;region;bridge;buried;honour;neighborhood;burned;burden;edinburgh;oregon;gordon;hunger;honored;neighbor;ruined;ignore;undergo;neighbour;honoured;borough;hinder
15,332,6,14,10000,16,25,architecture,2986,12,124771,154,127757,400,1848,94437974400,either;rather;career;create;theatre;teacher;arthur;retreat;creature;threat;charter;retire;theater;terrace;harriet;arctic;carrie;richer;cutter;thrice;archie;attire;crater;recruit
15,412,6,14,10000,16,26,christopher,4308,11,130765,156,135073,416,1716,96422671488,others;report;copies;christ;reports;priest;prices;resort;porter;escort;shorter;heroic;poetic;corpse;ethics;sector;richest;theirs;hector;pitcher;sophie;rhetoric;riches;richer;thrice
15,403,6,14,10000,16,28,intervals,4240,9,138666,168,142906,448,1512,96801094656,silver;native;travel;israel;silent;listen;servant;strain;retain;trials;interval;trains;travels;natives;learnt;varies;rivals;tavern;invest;learns;satire;strive;insert;trails;retail;retains;arisen
15,326,6,14,10000,16,26,alternative,2890,11,129308,164,132198,416,1804,99209839872,letter;native;entire;latter;travel;relative;talent;eternal;alternate;retain;interval;reveal;relate;veteran;attain;learnt;tavern;aerial;retail;valiant;attire;relevant;natalie;latent;variant
15,364,6,14,10000,16,26,unfortunately,3528,13,113581,170,117109,416,2210,1.07665E+11,future;nature;nearly;latter;anyone;fortune;treaty;talent;funeral;taylor;attorney;neutral;unfortunate;tunnel;utterly;rotten;tenant;fortunate;outlet;lantern;learnt;fortunately;antony;turtle;latent
15,336,6,14,10000,16,29,contributed,3043,11,110821,186,113864,464,2046,1.08096E+11,united;turned;direct;credit;notice;editor;buried;noticed;doctrine;burned;burden;introduce;bitter;tribute;counted;butter;contribute;counter;reduction;button;burton;ruined;rotten;induce;tribune;detroit;cutter;routed
15,327,6,14,10000,16,28,constructed,2893,11,123853,174,126746,448,1914,1.08681E+11,second;course;turned;source;conduct;student;courts;contest;occurs;concert;stored;trusted;counted;counter;escort;counts;rotten;rounds;routes;construct;sector;cursed;concerts;scored;cutter;outset;routed
15,422,6,14,10000,16,29,destination,4481,11,114932,186,119413,464,2046,1.13364E+11,instead;indian;station;nation;inside;nations;stated;edition;attend;editions;indians;instant;distant;intent;donate;intend;indies;stained;tension;tenant;tenants;tennis;insane;dennis;stationed;intends;stanton;antoine
